id,cycle,s1,s2,s3,s4,ttf,label_bnc
2,16,1393.46,554.53,47.24,522.49,271,0
2,17,1390.27,553.62,47.13,522.71,270,0
2,18,1400.25,554.83,47.22,522.92,269,0
2,19,1401.77,555.25,47.14,522.38,268,0
2,20,1394.38,554.64,47.14,522.54,267,0
2,21,1392.28,554.72,47.04,522.58,266,0
2,22,1397.67,554.35,47.17,521.73,265,0
2,23,1387.5,554.69,47.21,522.26,264,0
2,24,1398.67,553.5,47.15,522.25,263,0
2,25,1396.62,554.14,47.19,522.31,262,0
2,26,1392.3,554.03,47.12,522.8,261,0
2,27,1402.31,555.16,47.03,522.11,260,0
2,28,1397.45,554.77,46.99,522.68,259,0
2,29,1398.08,554.75,47.11,522.26,258,0
2,30,1395.07,554.62,47.2,522.43,257,0
2,31,1390.94,554.8,47.05,522.17,256,0
2,32,1391.11,554.56,47.12,522.54,255,0
2,33,1396.15,553.62,47.09,522.26,254,0
2,34,1394.24,555.09,47.22,522.64,253,0
2,35,1392.55,554.73,47.25,522,252,0
2,36,1397.13,554.59,47.21,522.32,251,0
2,37,1396.29,555.01,47.16,522.69,250,0
2,38,1397.75,554.21,47.22,522.13,249,0
2,39,1391.49,554.05,47.2,522.79,248,0
2,40,1398.38,554.07,47.22,522.3,247,0
2,41,1398.74,554.34,47.26,522.22,246,0
2,42,1392.13,553.98,47.14,522.87,245,0
2,43,1391.6,554.14,47.08,522.9,244,0
2,44,1398.69,554.16,47.22,522.77,243,0
2,45,1397.6,554.2,47.17,522.27,242,0
2,46,1392.6,554.54,47.19,522.08,241,0
2,47,1396.46,554.96,47.03,522.73,240,0
2,48,1397.95,554.67,47.18,522.41,239,0
2,49,1396.5,554.04,47.18,522.83,238,0
2,50,1399.78,554.73,47.16,522.16,237,0
2,51,1393.06,555.02,47.03,522.34,236,0
2,52,1401.66,554.76,47.09,522.58,235,0
2,53,1397.09,554.33,46.98,522.73,234,0
2,54,1405.33,554.42,47.1,522.48,233,0
2,55,1387.16,554.54,47.18,522.7,232,0
2,56,1388.97,554.72,47.03,522.1,231,0
2,57,1389.62,553.87,47.17,521.98,230,0
2,58,1389.91,554.46,47.3,522.24,229,0
2,59,1397.95,554.6,47.17,522.78,228,0
2,60,1396.84,554.06,47.12,521.93,227,0
2,61,1399.71,555.08,47.09,522.69,226,0
2,62,1401.66,554.52,47.27,521.78,225,0
2,63,1395.05,554.63,47.17,522.15,224,0
2,64,1401.46,554.93,47.11,522.18,223,0
2,65,1395.4,554.28,47.34,522.52,222,0
2,66,1394.01,554.11,47.17,522.65,221,0
2,67,1395.44,554.99,46.96,522.58,220,0
2,68,1399.27,554.07,47.16,522.2,219,0
2,69,1399.73,554.35,47.33,522.21,218,0
2,70,1397.3,554.47,47.26,522.17,217,0
2,71,1403.09,555.01,47.24,522.02,216,0
2,72,1393.85,554.54,47.19,522.4,215,0
2,73,1400.98,554.41,47.15,522.95,214,0
2,74,1396.13,555.36,47.25,521.97,213,0
2,75,1390.64,555.45,47.09,522.54,212,0
2,76,1399.66,554.05,46.99,522.08,211,0
2,77,1395.38,554.06,46.95,522.36,210,0
2,78,1394.24,554.83,47.12,522.57,209,0
2,79,1398.51,554.19,47.23,522.26,208,0
2,80,1394,554.94,47.2,523.26,207,0
2,81,1390.12,555.25,47.25,522.62,206,0
2,82,1402.78,554.17,47.19,522.3,205,0
2,83,1398.81,554.18,47.13,523.13,204,0
2,84,1402.26,554.86,47.29,522.75,203,0
2,85,1398.33,554.5,47.19,522.63,202,0
2,86,1399.12,554.51,47.27,522.26,201,0
2,87,1399.51,554.77,47.26,522.59,200,0
2,88,1398.17,554.71,47.04,522.62,199,0
2,89,1394.07,554.18,47.18,522.42,198,0
2,90,1405.34,554.1,47.21,522.04,197,0
2,91,1399.47,553.79,47.15,522.48,196,0
2,92,1399.17,554.28,47.13,522.45,195,0
2,93,1392.48,553.92,47.24,522.52,194,0
2,94,1395.39,554.53,47.38,522.74,193,0
2,95,1402.79,553.99,47.06,522.37,192,0
2,96,1399.59,554.4,47.07,521.66,191,0
2,97,1400.5,554.42,47.19,522.22,190,0
2,98,1401.08,554.57,47.21,522.92,189,0
2,99,1400.97,554.43,47.13,522.5,188,0
2,100,1402.72,554.48,47.21,522.01,187,0
2,101,1397.81,555.07,47.37,522.4,186,0
2,102,1407.05,554.44,47.19,522.05,185,0
2,103,1392.16,554.44,47.23,522.36,184,0
2,104,1397.31,554.91,47.26,522.18,183,0
2,105,1397.45,554.81,47.32,522.11,182,0
2,106,1402.62,553.96,47.32,522.11,181,0
2,107,1402.93,554.21,47.16,522.34,180,0
2,108,1396.25,554.29,47.23,522.27,179,0
2,109,1392.9,553.72,47.28,522,178,0
2,110,1398.47,554.5,47.31,522.27,177,0
2,111,1393.76,554.42,47.18,522.32,176,0
2,112,1397.2,554.33,47.37,522.23,175,0
2,113,1404.74,554.07,47.23,522.1,174,0
2,114,1397.05,555.1,47.19,522.13,173,0
2,115,1401.33,554.37,47.14,522.1,172,0
2,116,1398.39,554.45,47.01,522.48,171,0
2,117,1395.4,554.6,47.23,522.39,170,0
2,118,1400.99,553.96,47.11,522.23,169,0
2,119,1401.87,554.32,47.24,522.21,168,0
2,120,1394.39,554.42,47.22,521.62,167,0
2,121,1391.52,554.51,47.28,522.31,166,0
2,122,1405.27,553.82,47.23,521.96,165,0
2,123,1403.23,554.31,47.21,522.14,164,0
2,124,1399.26,554.58,47.06,522.64,163,0
2,125,1397.94,554.81,47.31,522.23,162,0
2,126,1403.41,554.03,47.28,521.95,161,0
2,127,1400.81,554.08,47.21,522.2,160,0
2,128,1397.34,554.16,47.2,522.36,159,0
2,129,1400.25,554.6,47.23,522.19,158,0
2,130,1409.98,554.42,47.26,522.4,157,0
2,131,1394.26,554.88,47.36,522.37,156,0
2,132,1398.78,554.4,47.12,522.25,155,0
2,133,1393.87,554.21,47.18,521.71,154,0
2,134,1406.2,553.88,47.17,521.95,153,0
2,135,1404.56,554.52,47.34,522.13,152,0
2,136,1402.67,554.5,47.09,521.86,151,0
2,137,1406.79,554.42,47.39,522.21,150,0
2,138,1398.95,555.03,47.16,521.73,149,0
2,139,1400.87,554.24,47.3,522.61,148,0
2,140,1403.14,554.86,47.32,522.49,147,0
2,141,1403.25,554.7,47.43,522.5,146,0
2,142,1401.27,554.18,47.3,522.18,145,0
2,143,1400.49,554.05,47.3,521.73,144,0
2,144,1401.21,553.96,47.32,522.11,143,0
2,145,1403.53,554.1,47.33,521.93,142,0
2,146,1405.09,554.25,47.3,522,141,0
2,147,1394.58,554.16,47.48,521.91,140,0
2,148,1398.3,554.32,47.31,522.57,139,0
2,149,1404.41,553.84,47.31,521.87,138,0
2,150,1393.74,554.13,47.15,522.22,137,0
2,151,1398.31,553.66,47.33,522.28,136,0
2,152,1400.9,553.86,47.25,522.06,135,0
2,153,1397.52,553.78,47.29,521.82,134,0
2,154,1413.28,554.45,47.23,522.21,133,0
2,155,1397.45,553.84,47.23,521.91,132,0
2,156,1399.13,554.7,47.31,522.14,131,0
2,157,1400.63,553.71,47.45,522.25,130,0
2,158,1404.68,554.67,47.45,522.32,129,0
2,159,1399.71,553.7,47.26,522.2,128,0
2,160,1409.72,554.65,47.46,521.96,127,0
2,161,1396.32,554.18,47.19,521.96,126,0
2,162,1401.23,553.95,47.42,522.09,125,0
2,163,1396.2,553.96,47.29,521.55,124,0
2,164,1405.5,554.31,47.32,521.74,123,0
2,165,1402.96,553.71,47.39,522.28,122,0
2,166,1394.26,553.71,47.43,521.96,121,0
2,167,1395.35,553.62,47.39,522.11,120,0
2,168,1404.01,554.32,47.3,521.89,119,0
2,169,1406.06,553.06,47.33,521.77,118,0
2,170,1405.93,553.84,47.35,522.36,117,0
2,171,1410.34,553.84,47.34,521.89,116,0
2,172,1398.26,553.69,47.25,521.42,115,0
2,173,1403.22,554.64,47.27,521.4,114,0
2,174,1403.24,553.76,47.31,521.85,113,0
2,175,1398.37,554.01,47.45,522.2,112,0
2,176,1405.47,554.15,47.22,521.54,111,0
2,177,1400.31,554.59,47.42,521.95,110,0
2,178,1404.39,553.83,47.56,521.97,109,0
2,179,1399.3,553.86,47.37,522.48,108,0
2,180,1402.27,554.21,47.52,521.76,107,0
2,181,1399.24,554.29,47.27,522.19,106,0
2,182,1406.61,553.63,47.52,522.39,105,0
2,183,1406.15,554.35,47.24,521.84,104,0
2,184,1408.13,554.99,47.47,521.86,103,0
2,185,1407.11,554.53,47.23,522.22,102,0
2,186,1404.35,554.42,47.47,521.82,101,0
2,187,1407.54,553.32,47.51,521.09,100,0
2,188,1402.72,554.26,47.37,522.34,99,0
2,189,1403.09,554.03,47.42,521.7,98,0
2,190,1405.73,554.4,47.2,521.73,97,0
2,191,1407.64,553.42,47.4,521.92,96,0
2,192,1404.07,553.09,47.49,521.7,95,0
2,193,1399.59,553.54,47.3,521.16,94,0
2,194,1404.64,553.86,47.69,522.17,93,0
2,195,1410.18,553.22,47.32,521.92,92,0
2,196,1408.59,554.31,47.43,522.02,91,0
2,197,1403.29,554.07,47.36,521.47,90,0
2,198,1402.91,553.94,47.14,521.5,89,0
2,199,1409.39,554.06,47.49,521.22,88,0
2,200,1406.28,553.13,47.44,521.69,87,0
2,201,1400.92,554.25,47.44,521.88,86,0
2,202,1408.72,554.14,47.45,522.01,85,0
2,203,1410.33,553.2,47.58,521.41,84,0
2,204,1404.01,553.94,47.43,521.33,83,0
2,205,1409.11,552.83,47.42,521.48,82,0
2,206,1411.14,553.86,47.24,521.37,81,0
2,207,1402.94,553.06,47.39,521.55,80,0
2,208,1407.93,553.09,47.51,521.64,79,0
2,209,1409.2,553.66,47.43,520.72,78,0
2,210,1396.99,553.5,47.51,521.77,77,0
2,211,1409.23,552.47,47.48,521.67,76,0
2,212,1406.43,553.32,47.51,521.74,75,0
2,213,1407.38,554.04,47.56,521.65,74,0
2,214,1402.21,553.86,47.49,521.81,73,0
2,215,1411.63,553.75,47.57,521.02,72,0
2,216,1408.68,553.01,47.53,522.19,71,0
2,217,1407.97,553.22,47.51,521.29,70,0
2,218,1412.7,553.09,47.56,521.7,69,0
2,219,1412.91,553.28,47.71,521.74,68,0
2,220,1406.68,552.92,47.54,520.77,67,0
2,221,1408.21,553.77,47.47,521.46,66,0
2,222,1411.66,553.56,47.52,521.46,65,0
2,223,1406.28,553.91,47.62,520.84,64,0
2,224,1414.63,553.17,47.74,521.16,63,0
2,225,1409.87,553.96,47.67,521.33,62,0
2,226,1408.9,553.45,47.46,521.59,61,0
2,227,1410.4,553.73,47.66,521.28,60,0
2,228,1406.88,553.35,47.46,521.18,59,0
2,229,1407.69,553,47.65,521.66,58,0
2,230,1412.71,553.43,47.69,520.94,57,0
2,231,1404.68,552.61,47.64,521.73,56,0
2,232,1411.66,553.53,47.56,520.9,55,0
2,233,1413.34,553.49,47.66,521.63,54,0
2,234,1412.07,553.31,47.58,521.42,53,0
2,235,1406.42,552.42,47.85,521.66,52,0
2,236,1410.66,553.52,47.63,521.17,51,0
2,237,1419.76,552.78,47.65,520.7,50,0
2,238,1413.73,552.98,47.52,521.34,49,0
2,239,1417.49,553.05,47.83,520.66,48,0
2,240,1406.54,553.18,47.66,521.18,47,0
2,241,1418.33,552.36,47.7,521.1,46,0
2,242,1408.71,553.07,47.54,521.6,45,0
2,243,1411.41,552.71,47.55,521.05,44,0
2,244,1413.04,552.68,47.71,520.6,43,0
2,245,1418.05,552.75,47.75,521.03,42,0
2,246,1420.2,552.57,47.72,521.27,41,0
2,247,1413.56,552.46,47.7,520.61,40,0
2,248,1417.22,552.52,47.75,520.49,39,0
2,249,1419.19,551.56,47.66,520.7,38,0
2,250,1415.35,553,47.79,520.37,37,0
2,251,1418.61,552.01,47.92,520.99,36,0
2,252,1422.69,552.51,47.7,519.98,35,0
2,253,1416.12,553.07,47.69,520.7,34,0
2,254,1423.55,551.99,47.95,520.83,33,0
2,255,1412.73,553.26,47.67,520.85,32,0
2,256,1421.46,552.68,47.77,520.67,31,0
2,257,1426.94,552.19,48.02,520.95,30,1
2,258,1421.07,552.71,47.66,520.79,29,1
2,259,1416.63,552.58,47.91,520.52,28,1
2,260,1419.41,552.02,47.94,520.54,27,1
2,261,1419.92,552.31,48.03,519.98,26,1
2,262,1418.2,553.01,47.82,520.68,25,1
2,263,1422.82,552.81,47.91,521.04,24,1
2,264,1424.48,552.17,48.07,520.47,23,1
2,265,1420.27,552.45,47.66,520.27,22,1
2,266,1422.54,551.84,47.84,520.52,21,1
2,267,1422.12,552.61,47.8,520.2,20,1
2,268,1419.61,552.1,47.96,520.93,19,1
2,269,1419.23,551.28,48.09,519.74,18,1
2,270,1424.27,551.75,48.04,520.35,17,1
2,271,1425.06,551.73,48.14,519.97,16,1
2,272,1426.7,552.44,47.96,520.56,15,1
2,273,1418.55,552.47,47.88,519.72,14,1
2,274,1427.83,551.25,48.07,519.73,13,1
2,275,1421.8,551.86,48.02,520,12,1
2,276,1429.66,551.43,47.98,520.09,11,1
2,277,1424.78,552.45,48.03,519.93,10,1
2,278,1423.67,551.49,47.99,519.72,9,1
2,279,1426.95,551.16,48.13,519.66,8,1
2,280,1422.89,551.84,48.12,519.91,7,1
2,281,1424.36,551.44,48.17,519.48,6,1
2,282,1426.87,552.29,48.27,520.05,5,1
2,283,1429.67,551.46,48.21,520.07,4,1
2,284,1430.04,551.96,48.18,519.95,3,1
2,285,1431.17,550.85,48.27,519.91,2,1
2,286,1429.57,551.61,48.14,519.51,1,1
2,287,1430.84,551.66,48.12,519.81,0,1
3,1,1398.13,553.96,47.14,522.24,178,0
3,2,1398.62,554.76,47.35,522.03,177,0
3,3,1401.1,554.51,46.94,522.16,176,0
3,4,1395.76,554.48,47.44,522.31,175,0
3,5,1394.05,554.14,47.16,522,174,0
3,6,1397.98,554.86,47.12,522.58,173,0
3,7,1405.76,554.29,47.26,522.08,172,0
3,8,1401.86,554.11,47.13,521.87,171,0
3,9,1398.3,554.61,47.16,522.47,170,0
3,10,1400.07,554.28,47.22,522.4,169,0
3,11,1400.59,554.88,47.4,522.02,168,0
3,12,1404.93,553.45,47.17,522.07,167,0
3,13,1403.52,555.25,47.25,522.26,166,0
3,14,1396.35,554.31,47.27,521.69,165,0
3,15,1398.77,554.36,47.15,522,164,0
3,16,1392.15,554.17,47.26,522.25,163,0
3,17,1395.76,553.74,47.35,522.37,162,0
3,18,1402.3,554.52,47.38,521.8,161,0
3,19,1402.82,553.99,47.23,522.18,160,0
3,20,1394.57,554.54,47.1,522.29,159,0
3,21,1398.83,554.32,47.27,522.67,158,0
3,22,1405.28,554.71,47.3,522.53,157,0
3,23,1395.59,554.04,47.12,522.22,156,0
3,24,1395.73,554.65,47.26,521.66,155,0
3,25,1390.93,554.21,47.17,522.15,154,0
3,26,1401.63,553.9,47.28,521.93,153,0
3,27,1400.85,554.67,47.17,521.69,152,0
3,28,1400.68,553.51,47.22,522.27,151,0
3,29,1396.05,554.94,47.24,522.15,150,0
3,30,1398.1,554.05,47.23,522.35,149,0
3,31,1393.95,553.06,47.33,521.92,148,0
3,32,1400.58,554.32,47.3,522.11,147,0
3,33,1403.93,554.27,47.31,522.1,146,0
3,34,1397.47,554.42,47.2,522.34,145,0
3,35,1396.92,554.1,47.26,522.19,144,0
3,36,1399.12,554.11,47.33,522.77,143,0
3,37,1396.65,555.28,47.17,522.14,142,0
3,38,1401.83,554.11,47.44,521.81,141,0
3,39,1400.8,554.18,47.1,522,140,0
3,40,1403.24,553.75,47.09,521.84,139,0
3,41,1394.92,554.68,47.32,522.69,138,0
3,42,1404.49,554.31,47.31,522.02,137,0
3,43,1401.51,554.18,47.35,521.7,136,0
3,44,1395.48,554.45,47.17,522.47,135,0
3,45,1398.33,554.43,47.06,522.17,134,0
3,46,1401.55,554,47.38,521.88,133,0
3,47,1395.3,554.82,47.29,522.2,132,0
3,48,1392.94,554.41,47.32,521.88,131,0
3,49,1396.11,554.28,47.33,522.28,130,0
3,50,1402.64,553.87,47.27,522.07,129,0
3,51,1401.05,554.15,47.14,522.18,128,0
3,52,1404.99,554.39,47.36,522.73,127,0
3,53,1399.78,554.54,47.21,522.54,126,0
3,54,1407.04,554.28,47.45,522.19,125,0
3,55,1399.08,554.34,47.22,522.09,124,0
3,56,1403.97,554.47,47.14,522.08,123,0
3,57,1398.55,553.99,47.28,522.06,122,0
3,58,1403.99,553.58,47.35,521.85,121,0
3,59,1397.56,553.88,47.22,522.85,120,0
3,60,1405.66,553.34,47.47,522.23,119,0
3,61,1392.35,554.01,47.26,521.8,118,0
3,62,1403.57,553.67,47.28,522.16,117,0
3,63,1398.98,554.61,47.27,522.27,116,0
3,64,1404.68,553.9,47.24,522.24,115,0
3,65,1400.69,554.63,47.29,522.25,114,0
3,66,1397.9,553.79,47.31,522.15,113,0
3,67,1403.87,553.84,47.29,521.81,112,0
3,68,1400.37,554.43,47.31,522.14,111,0
3,69,1404.2,555.14,47.24,521.69,110,0
3,70,1397.09,553.8,47.44,521.88,109,0
3,71,1401.19,554.59,47.43,522,108,0
3,72,1389.86,554.25,47.48,521.66,107,0
3,73,1400.06,554.31,47.23,523.18,106,0
3,74,1405.76,554.4,47.14,521.78,105,0
3,75,1406.98,553.73,47.25,522.24,104,0
3,76,1405.34,553.91,47.35,522.25,103,0
3,77,1405.99,554.08,47.16,522.52,102,0
3,78,1400.53,553.62,47.38,521.57,101,0
3,79,1403.49,553.6,47.28,522.72,100,0
3,80,1405.37,553.21,47.34,521.97,99,0
